Argentina,General Pico Airport,\N,General Pico,-35.6962013245,-63.7583007812
Argentina,Tres Arroyos Airport,\N,Tres Arroyos,-38.3869,-60.3297
Argentina,Bolivar Airport,\N,Bolivar,-36.1866,-61.0764
Argentina,Ástor Piazzola International Airport,MDQ,Mar Del Plata,-37.9342,-57.5733
Argentina,Presidente Peron Airport,NQN,Neuquen,-38.9490013123,-68.15570068359999
Argentina,Comodoro Pedro Zanni Airport,\N,Pehuajo,-35.8446,-61.8576
Argentina,Santa Rosa Airport,RSA,Santa Rosa,-36.588299,-64.275703
Argentina,San Carlos De Bariloche Airport,BRC,San Carlos De Bariloche,-41.1511993408,-71.1575012207
Argentina,Héroes De Malvinas Airport,TDL,Tandil,-37.2374000549,-59.2279014587
Argentina,Villa Gesell Airport,VLG,Villa Gesell,-37.2354,-57.0292
Argentina,Cutral-Co Airport,\N,Cutralco,-38.939701080300004,-69.2646026611
Argentina,Aviador C. Campos Airport,CPC,San Martin Des Andes,-40.0754013062,-71.137298584
Argentina,Ministro Pistarini International Airport,EZE,Buenos Aires,-34.8222,-58.5358
Argentina,El Calafate Airport,FTE,El Calafate,-50.2803,-72.053101
Argentina,General Enrique Mosconi Airport,TTG,Tartagal,-22.619600296,-63.7937011719
Argentina,Las Heras Airport,LHS,Las Heras,-46.53829956049999,-68.9653015137
Argentina,Antoine De St Exupery Airport,OES,San Antonio Oeste,-40.7512,-65.0343
Argentina,Lago Argentino Airport,ING,El Calafate,-50.336102,-72.248596
Argentina,Gobernador Gregores Airport,GGS,Gobernador Gregores,-48.7831001282,-70.1500015259
Argentina,Santa Teresita Airport,SST,Santa Teresita,-36.5423,-56.7218
Argentina,Necochea Airport,NEC,Necochea,-38.4831,-58.8172
Argentina,Zapala Airport,APZ,ZAPALA,-38.975498,-70.113602
Argentina,Rincon De Los Sauces Airport,RDS,Rincon de los Sauces,-37.3905982971,-68.9041976929
Argentina,Sierra Grande Airport,SGV,Sierra Grande,-41.5917015076,-65.33940124509999
Argentina,Cabo F.A.A. H. R. Bordón Airport,IGB,Ingeniero Jacobacci,-41.320899963399995,-69.5748977661
Argentina,D. Casimiro Szlapelis Airport,ARR,Alto Rio Senguer,-45.013599,-70.812202
Argentina,Jose De San Martin Airport,JSM,Jose de San Martin,-44.048599243199995,-70.4589004517
Argentina,Termas de Río Hondo international Airport,RHD,Rio Hondo,-27.4966,-64.93595
Argentina,Tolwin Observatory Airport,\N,Tolhuin,-54.521900177,-67.1989974976
Argentina,Presidente Néstor Kirchner Regionsl Airport,VMR,Villa Maria,-32.3201,-63.22663
Falkland Islands,Mount Pleasant Airport,MPN,Mount Pleasant,-51.82279968261719,-58.447200775146484
Falkland Islands,Port Stanley Airport,PSY,Stanley,-51.685699462891,-57.777599334717
United Arab Emirates,Abu Dhabi International Airport,AUH,Abu Dhabi,24.433000564575195,54.651100158691406
United Arab Emirates,Bateen Airport,AZI,Abu Dhabi,24.428300857543945,54.458099365234375
United Arab Emirates,Al Hamra Aux Airport,\N,Al Hamra,24.073999404907227,52.463600158691406
United Arab Emirates,Jebel Dhana Airport,\N,Jebel Dhana,24.187400817871094,52.61399841308594
United Arab Emirates,Al Dhafra Air Base,\N,Abu Dhabi,24.248199462900004,54.547698974599996
United Arab Emirates,Arzanah Airport,\N,Arzana,24.780500411987305,52.559898376464844
United Arab Emirates,Das Island Airport,\N,Das Island,25.14620018005371,52.87369918823242
United Arab Emirates,Zirku Airport,\N,Zirku,24.862491607666016,53.07714080810547
United Arab Emirates,Dubai International Airport,DXB,Dubai,25.2527999878,55.3643989563
United Arab Emirates,Fujairah International Airport,FJR,Fujeirah,25.112199783325195,56.32400131225586
United Arab Emirates,Ras Al Khaimah International Airport,RKT,Ras Al Khaimah,25.613500595092773,55.93880081176758
United Arab Emirates,Sharjah International Airport,SHJ,Sharjah,25.32859992980957,55.5172004699707
United Arab Emirates,Al Ain International Airport,AAN,Al Ain,24.261699676513672,55.60919952392578
United Arab Emirates,Al Minhad Air Base,NHD,Minhad AB,25.0268001556,55.3661994934
United Arab Emirates,Al Maktoum International Airport,DWC,Dubai,24.896356,55.161389
United Arab Emirates,Sir Bani Yas Airport,XSB,Sir Bani Yas Island,24.283611,52.580278
United Arab Emirates,Lake Country Regional Airport,W63,Clarksville,36.5957984924,-78.56009674070002
Kenya,Eldoret International Airport,EDL,Eldoret,0.4044579863548279,35.23889923095703
Kenya,Kakamega Airport,\N,Kakamega,0.271342009306,34.7873001099
Kenya,Kisumu Airport,KIS,Kisumu,-0.0861390009522438,34.72890090942383
Kenya,Kitale Airport,KTL,Kitale,0.9719889760017395,34.95859909057617
Kenya,Lodwar Airport,LOK,Lodwar,3.1219699382781982,35.608699798583984
Kenya,Manda Airstrip,LAU,Lamu,-2.252419948577881,40.91310119628906
Kenya,Mombasa Moi International Airport,MBA,Mombasa,-4.034830093383789,39.594200134277344
Kenya,Naivasha Airport,\N,Naivasha,-0.7879530191421509,36.43349838256836
Kenya,Nairobi Wilson Airport,WIL,Nairobi,-1.321720004081726,36.81480026245117
Kenya,Moi Air Base,\N,Nairobi,-1.2772699594499999,36.8623008728
Kenya,Wajir Airport,WJR,Wajir,1.733240008354187,40.09159851074219
Kenya,Jomo Kenyatta International Airport,NBO,Nairobi,-1.31923997402,36.9277992249
Kenya,Amboseli Airport,ASV,Amboseli National Park,-2.645050048828125,37.25310134887695
Kenya,Lokichoggio Airport,LKG,Lokichoggio,4.20412015914917,34.348201751708984
Kenya,Malindi Airport,MYD,Malindi,-3.2293100357055664,40.10169982910156
Kenya,Nanyuki Airport,NYK,Nanyuki,-0.06239889934659004,37.04100799560547
Kenya,Samburu South Airport,UAS,Samburu South,0.5305830240249634,37.53419494628906
Kenya,Burnet Municipal Kate Craddock Field,BMQ,Bamburi,30.73889923095703,-98.23860168457031
Kenya,Mara Serena Lodge Airstrip,MRE,Masai Mara,-1.406111,35.008057
Kenya,Meru Mulika Airport,\N,Meru National Park,0.229567,38.171412
Kenya,Keekorok Airport,\N,Keekorok,-1.5829999446868896,35.25
Kenya,Ukunda Airstrip,UKA,Ukunda,-4.293330192565918,39.57109832763672
Kenya,Moyale Airport,OYL,Moyale,3.46972,39.101398
Kenya,Bungoma Airport,\N,Bungoma,0.5762079954147339,34.55345153808594
Kenya,Bura East Airport,\N,Bura,-1.100000023841858,39.95000076293945
Kenya,Busia Airport,\N,Busia,0.4570850133895874,34.130279541015625
Kenya,Embu Airport,\N,Embu,-0.57327,37.49726
Kenya,Garba Tula Airport,\N,Garba Tula,0.5329999923706055,38.516998291015625
Kenya,Garissa Airport,GAS,Garissa,-0.4635080099105835,39.64830017089844
Kenya,Hola Airport,HOA,Hola,-1.5219999551773071,40.00400161743164
Kenya,Homa Bay Airport,\N,Homa Bay,-0.6000000238418579,34.46699905395508
Kenya,Isiolo Airport,\N,Isiolo,0.33817094564437866,37.59169387817383
Kenya,Kericho Airport,KEY,Kericho,-0.4169999957084656,35.25
Kenya,Kilaguni Airport,ILU,Kilaguni,-2.9106099605560303,38.06520080566406
Kenya,Nyeri Airport,NYE,NYERI,-0.3644140064716339,36.978485107421875
Belize,Philip S. W. Goldson International Airport,BZE,Belize City,17.539100646972656,-88.30819702148438
Belize,Birchwood Airport,BCV,Belmopan,61.41650009,-149.5070038
Uzbekistan,Bukhara Airport,BHK,Bukhara,39.775001525878906,64.4832992553711
Uzbekistan,Samarkand Airport,SKD,Samarkand,39.70050048828125,66.98380279541016
Uzbekistan,Tashkent International Airport,TAS,Tashkent,41.257900238,69.2811965942
Uzbekistan,Andizhan Airport,AZN,Andizhan,40.7276992798,72.2939987183
Uzbekistan,Fergana International Airport,FEG,Fergana,40.358798980699994,71.7450027466
Uzbekistan,Namangan Airport,NMA,Namangan,40.9846000671,71.5567016602
Uzbekistan,Nukus Airport,NCU,Nukus,42.488399505615234,59.62329864501953
Uzbekistan,Urgench Airport,UGC,Urgench,41.58430099487305,60.641700744628906
Uzbekistan,Karshi Khanabad Airport,KSQ,Khanabad,38.8335990906,65.9215011597
Uzbekistan,Termez Airport,TMJ,Termez,37.28670120239258,67.30999755859375
Uzbekistan,Navoi Airport,NVI,Navoi,40.1171989440918,65.1707992553711
Uzbekistan,Sugraly Airport,AFS,Zarafshan,41.61389923095703,64.23320007324219
Uzbekistan,Tashkent East Airport,\N,Tashkent,41.31269836425781,69.39140319824219
Lebanon,Beirut Rafic Hariri International Airport,BEY,Beirut,33.820899963378906,35.488399505615234
Lebanon,Rene Mouawad Air Base,\N,Kleiat,34.589298248291016,36.01129913330078
Lebanon,Rayak Air Base,\N,Rayak,33.850799560546875,35.987701416015625
Tajikistan,Dushanbe Airport,DYU,Dushanbe,38.543300628699996,68.8249969482
Tajikistan,Khudzhand Airport,LBD,Khudzhand,40.21540069580078,69.6947021484375
Tajikistan,Qurghonteppa International Airport,\N,Kurgan Tyube,37.86640167236328,68.86470031738281
Tajikistan,Kulob Airport,TJU,Kulyab,37.98809814453125,69.80500030517578
Bangladesh,Cox's Bazar Airport,CXB,Cox's Bazar,21.452199935913086,91.96389770507812
Bangladesh,Shah Amanat International Airport,CGP,Chittagong,22.24959945678711,91.81330108642578
Bangladesh,Ishurdi Airport,IRD,Ishurdi,24.15250015258789,89.04940032958984
Bangladesh,Jessore Airport,JSR,Jessore,23.183799743652344,89.16079711914062
Bangladesh,Shah Mokhdum Airport,RJH,Rajshahi,24.43720054626465,88.61650085449219
Bangladesh,Saidpur Airport,SPD,Saidpur,25.759199142456055,88.90889739990234
Bangladesh,Osmany International Airport,ZYL,Sylhet Osmani,24.963199615478516,91.8667984008789
Bangladesh,Tejgaon Airport,\N,Dhaka,23.778799057006836,90.38269805908203
Bangladesh,Dhaka / Hazrat Shahjalal International Airport,DAC,Dhaka,23.843347,90.397783
Bangladesh,Barisal Airport,BZL,Barisal,22.801000595092773,90.30120086669922
Finland,Enontekio Airport,ENF,Enontekio,68.362602233887,23.424299240112
Finland,Eura Airport,\N,Eura,61.1161003112793,22.201400756835938
Finland,Halli Airport,KEV,Halli,61.856039,24.786686
Finland,Helsinki Malmi Airport,HEM,Helsinki,60.254600524902344,25.042800903320312
Finland,Helsinki Vantaa Airport,HEL,Helsinki,60.317199707031,24.963300704956
Finland,Hameenkyro Airport,\N,Hameenkyro,61.689701080322266,23.073699951171875
Finland,Hanko Airport,\N,Hanko,59.848899841308594,23.083599090576172
Finland,Hyvinkää Airfield,HYV,Hyvinkaa,60.6543998718,24.8810997009
Finland,Kiikala Airport,\N,Kikala,60.4625015259,23.6525001526
Finland,Immola Airport,\N,Immola,61.24919891357422,28.90369987487793
Finland,Kitee Airport,\N,Kitee,62.1661,30.073601
Finland,Ivalo Airport,IVL,Ivalo,68.607299804688,27.405300140381
Finland,Joensuu Airport,JOE,Joensuu,62.662899017334,29.607500076294
Finland,Jyvaskyla Airport,JYV,Jyvaskyla,62.399501800537,25.678300857544
Finland,Kauhava Airport,KAU,Kauhava,63.127102,23.051399
Finland,Kemi-Tornio Airport,KEM,Kemi,65.778701782227,24.582099914551
Finland,Kajaani Airport,KAJ,Kajaani,64.285499572754,27.692399978638
Finland,Kauhajoki Airport,\N,Kauhajoki,62.4625015259,22.3931007385
Finland,Kokkola-Pietarsaari Airport,KOK,Kruunupyy,63.721199035645,23.143100738525
Finland,Kemijarvi Airport,\N,Kemijarvi,66.712898,27.156799
Finland,Kuusamo Airport,KAO,Kuusamo,65.987602233887,29.239400863647
Finland,Kittilä Airport,KTT,Kittila,67.700996398926,24.846799850464
Finland,Kuopio Airport,KUO,Kuopio,63.007099151611,27.797800064087
Finland,Lahti Vesivehmaa Airport,\N,Vesivehmaa,61.144199,25.693501
Finland,Lappeenranta Airport,LPP,Lappeenranta,61.044601,28.144743
Finland,Mariehamn Airport,MHQ,Mariehamn,60.122200012207,19.898199081421
Finland,Menkijarvi Airport,\N,Menkijarvi,62.94670104980469,23.51889991760254
Finland,Mikkeli Airport,MIK,Mikkeli,61.6866,27.201799
Finland,Nummela Airport,\N,Nummela,60.333900451699996,24.2964000702
Finland,Oulu Airport,OUL,Oulu,64.930099487305,25.354600906372
Finland,Piikajarvi Airport,\N,Piikajarvi,61.245601654052734,22.19339942932129
Finland,Pori Airport,POR,Pori,61.461700439453,21.799999237061
Finland,Pudasjärvi Airport,\N,Pudasjarvi,65.4021987915,26.946899414100002
Finland,Pyhäsalmi Airport,\N,Pyhasalmi,63.7318992615,25.926300048799998
Finland,Raahe Pattijoki Airport,\N,Pattijoki,64.6881027222,24.6958007812
Finland,Rantasalmi Airport,\N,Rantasalmi,62.0654983521,28.3565006256
Finland,Rovaniemi Airport,RVN,Rovaniemi,66.564796447754,25.830400466919
Finland,Rayskala Airport,\N,Rayskala,60.74470138549805,24.107799530029297
Finland,Savonlinna Airport,SVL,Savonlinna,61.943099975586,28.945100784302
Finland,Selanpaa Airport,\N,Selanpaa,61.062400817871094,26.798900604248047
Finland,Sodankyla Airport,SOT,Sodankyla,67.3949966431,26.6191005707
Finland,Tampere-Pirkkala Airport,TMP,Tampere,61.414100646973,23.604400634766
Finland,Teisko Airport,\N,Teisko,61.7733,24.027
Finland,Turku Airport,TKU,Turku,60.514099121094,22.262800216675
Finland,Utti Air Base,QVY,Utti,60.89640045166,26.938400268555
Finland,Vaasa Airport,VAA,Vaasa,63.050701141357,21.762199401855
Finland,Varkaus Airport,VRK,Varkaus,62.171100616455,27.868600845337
Finland,Ylivieska Airfield,\N,Ylivieska-raudaskyla,64.0547222,24.7252778
Finland,Seinäjoki Airport,SJY,Seinäjoki / Ilmajoki,62.692100524902344,22.832300186157227
Finland,Hernesaari Heliport,HEN,Helsinki,60.14777755737305,24.9244441986084
Finland,Kymi Airport,\N,Kotka,60.5713996887207,26.896099090576172
Faroe Islands,Vagar Airport,FAE,Vagar,62.0635986328125,-7.277219772338867
Faroe Islands,Mykines Heliport,\N,Mykines,62.1021003723,-7.645919799800001
Faroe Islands,Skúvoy Heliport,\N,Skuvoy,61.76959991455078,-6.803410053253174
Faroe Islands,Stóra Dímun Heliport,\N,Stora Dimun,61.685298919677734,-6.758500099182129
Faroe Islands,Frooba Heliport,\N,Frooba,61.543701171875,-6.774419784545898
Cambodia,Kampong Chhnang Airport,\N,Kompong Chnang,12.255200386,104.564002991
Cambodia,Phnom Penh International Airport,PNH,Phnom-penh,11.546600341796875,104.84400177001953
Cambodia,Siem Reap International Airport,REP,Siem-reap,13.410699844400002,103.81300354
Cambodia,Stung Treng Airport,TNX,Stung Treng,13.531900405883789,106.01499938964844
Cambodia,Sihanoukville International Airport,KOS,Sihanoukville,10.57970047,103.637001038
Cambodia,Ratanakiri Airport,RBE,Ratanakiri,13.729999542236328,106.98699951171875
Cambodia,Battambang Airport,BBM,Battambang,13.095600128173828,103.2239990234375
Cambodia,Kratie Airport,KTI,Kratie,12.48799991607666,106.05500030517578
Cambodia,Fazenda Campo Verde Airport,\N,Sihanoukville,1.04278004169,-50.516700744599994
Saint Kitts and Nevis,Robert L. Bradshaw International Airport,SKB,Basse Terre,17.311199188232422,-62.71870040893555
Saint Kitts and Nevis,Vance W. Amory International Airport,NEV,Charlestown,17.205699920654297,-62.589900970458984
Puerto Rico,Rafael Hernandez Airport,BQN,Aguadilla,18.49489974975586,-67.12940216064453
Puerto Rico,Diego Jimenez Torres Airport,FAJ,Fajardo,18.308900833129883,-65.66190338134766
Puerto Rico,Fernando Luis Ribas Dominicci Airport,SIG,San Juan,18.45680046081543,-66.09809875488281
Puerto Rico,Eugenio Maria De Hostos Airport,MAZ,Mayaguez,18.255699157714844,-67.14849853515625
Puerto Rico,Mercedita Airport,PSE,Ponce,18.00830078125,-66.56300354003906
Puerto Rico,Luis Munoz Marin International Airport,SJU,San Juan,18.4393997192,-66.0018005371
Puerto Rico,Vieques Airport,VQS,Vieques Island,18.115800857500002,-65.4226989746
Puerto Rico,Benjamin Rivera Noriega Airport,CPX,Culebra Island,18.313289,-65.304324
Puerto Rico,Antonio Nery Juarbe Pol Airport,ARE,Arecibo,18.4500007629,-66.6753005981
Puerto Rico,José Aponte de la Torre Airport,RVR,Ceiba,18.245300293,-65.6434020996
Kazakhstan,Almaty Airport,ALA,Alma-ata,43.35210037231445,77.04049682617188
Kazakhstan,Balkhash Airport,BXH,Balkhash,46.8932991027832,75.00499725341797
Kazakhstan,Astana International Airport,TSE,Tselinograd,51.02220153808594,71.46690368652344
Kazakhstan,Taraz Airport,DMB,Dzhambul,42.853599548339844,71.30359649658203
Kazakhstan,Shymkent Airport,CIT,Chimkent,42.364200592041016,69.47889709472656
Kazakhstan,Uralsk Airport,URA,Uralsk,51.15079879760742,51.54309844970703
Kazakhstan,Pavlodar Airport,PWQ,Pavlodar,52.19499969482422,77.07389831542969
Kazakhstan,Semipalatinsk Airport,PLX,Semiplatinsk,50.35129928588867,80.2343978881836
Kazakhstan,Aktobe Airport,AKX,Aktyubinsk,50.24580001831055,57.20669937133789
Kazakhstan,Atyrau Airport,GUW,Atyrau,47.12189865112305,51.8213996887207
Kazakhstan,Kzyl-Orda Southwest Airport,KZO,Kzyl-Orda,44.70690155029297,65.59249877929688
Kazakhstan,Aktau Airport,SCO,Aktau,43.86009979248047,51.09199905395508
Kazakhstan,Sary-Arka Airport,KGF,Karaganda,49.670799255371094,73.33439636230469
Kazakhstan,Kokshetau Airport,KOV,Kokshetau,53.3291015625,69.59459686279297
Kazakhstan,Petropavlosk South Airport,PPK,Petropavlosk,54.77470016479492,69.18389892578125
Kazakhstan,Zhezkazgan Airport,DZN,Zhezkazgan,47.708302,67.733299
Kazakhstan,Ust-Kamennogorsk Airport,UKK,Ust Kamenogorsk,50.036598205566406,82.49420166015625
Kazakhstan,Kostanay West Airport,KSN,Kostanay,53.20690155029297,63.55030059814453
Kazakhstan,Arkalyk North Airport,AYK,Arkalyk,50.318599700927734,66.95279693603516
Kazakhstan,Ak Bashat Airport,TDK,Taldykorgan,42.88958,73.602004
Kazakhstan,Ekibastuz Airport,\N,Ekibastuz,51.590999603271484,75.21499633789062
Kazakhstan,Yubileyniy Airfield,\N,Baikonur,46.05500030517578,63.25
Kazakhstan,Ayaguz Airport,\N,Ayaguz,47.91859817504883,80.45279693603516
Kazakhstan,Chelkar Airport,\N,Chelkar,47.904998779296875,59.619998931884766
Netherlands Antilles,Flamingo International Airport,BON,Kralendijk,12.130999565124512,-68.26850128173828
Netherlands Antilles,Hato International Airport,CUR,Willemstad,12.1889,-68.959801
Netherlands Antilles,F. D. Roosevelt Airport,EUX,Oranjestad,17.49650001525879,-62.979400634765625
Netherlands Antilles,Princess Juliana International Airport,SXM,Philipsburg,18.041000366200002,-63.1088981628
Netherlands Antilles,Juancho E. Yrausquin Airport,SAB,Saba,17.645000457763672,-63.220001220703125
Syria,Aleppo International Airport,ALP,Aleppo,36.18069839477539,37.22439956665039
Syria,Damascus International Airport,DAM,Damascus,33.4114990234375,36.51559829711914
Syria,Deir ez-Zor Airport,DEZ,Deire Zor,35.285400390625,40.17599868774414
Syria,Bassel Al-Assad International Airport,LTK,Latakia,35.401100158691406,35.948699951171875
Syria,Palmyra Airport,PMS,Palmyra,34.5574,38.316898
Syria,Kamishly Airport,KAC,Kamishly,37.020599365234375,41.19139862060547
Libya,Bu Attifel Airport,\N,Buattifel,28.795400619506836,22.080900192260742
Libya,Warehouse 59e Airport,\N,Giallo,28.638500213623047,21.437999725341797
Libya,Ghat Airport,GHT,Ghat,25.1455993652,10.142600059500001
Libya,Kufra Airport,AKF,Kufra,24.178699493408203,23.31399917602539
Libya,Benina International Airport,BEN,Benghazi,32.096801757799994,20.2695007324
Libya,Sabha Airport,SEB,Sebha,26.98699951171875,14.47249984741211
Libya,Tripoli International Airport,TIP,Tripoli,32.6635017395,13.1590003967
Libya,Marsa Brega Airport,\N,Marsa Brega,30.37809944152832,19.576400756835938
Libya,Ras Lanuf Oil Airport,\N,Ras Lanouf V 40,30.5,18.52720069885254
Libya,Hon Airport,\N,Hon,29.11009979248047,15.96560001373291
Libya,Dahra Airport,\N,Dahra,29.47260093688965,17.934900283813477
Libya,Ghadames East Airport,LTD,Ghadames,30.15169906616211,9.715310096740723
Libya,Zella 74 Airport,\N,Zella 74,28.58989906311035,17.293899536132812
Libya,Gardabya Airport,SRX,Sirt,31.063499450699997,16.5949993134
Libya,Gamal Abdel Nasser Airport,TOB,Tobruk,31.861,23.907
Libya,Mitiga Airport,MJI,Tripoli,32.894100189208984,13.276000022888184
Libya,La Abraq Airport,LAQ,Al Bayda',32.788700103759766,21.96430015563965
Netherlands,Amsterdam Airport Schiphol,AMS,Amsterdam,52.3086013794,4.763889789579999
Netherlands,Budel Airport,\N,Weert,51.2552986145,5.60138988495
Netherlands,Maastricht Aachen Airport,MST,Maastricht,50.9117012024,5.77014017105
Netherlands,Deelen Air Base,\N,Deelen,52.0606,5.87306
Netherlands,Drachten Airport,\N,Drachten,53.1192016602,6.12972021103
Netherlands,Eindhoven Airport,EIN,Eindhoven,51.4500999451,5.37452983856
Netherlands,Eelde Airport,GRQ,Groningen,53.1197013855,6.57944011688
Netherlands,Gilze Rijen Air Base,\N,Gilze-rijen,51.56740188598633,4.931829929351807
Netherlands,De Kooy Airport,DHR,De Kooy,52.92340087890625,4.780620098114014
Netherlands,Lelystad Airport,LEY,Lelystad,52.46030044555664,5.527219772338867
Netherlands,Leeuwarden Air Base,LWR,Leeuwarden,53.228599548339844,5.760560035705566
Netherlands,Rotterdam The Hague Airport,RTM,Rotterdam,51.956902,4.43722
Netherlands,Soesterberg Air Base,UTC,Soesterberg,52.1273002625,5.27618980408
Netherlands,Twente Airfield,ENS,Enschede,52.2758333,6.8891667
Netherlands,Valkenburg Naval Air Base,LID,Valkenburg,52.166099548300004,4.41794013977
Netherlands,Woensdrecht Air Base,WOE,Woensdrecht,51.4491,4.34203
Netherlands,Volkel Air Base,\N,Volkel,51.657222,5.7077778
Netherlands,Hilversum Airport,\N,Hilversum,52.1918983459,5.14694023132
Netherlands,Texel Airport,\N,Texel,53.1152992249,4.83361005783
Netherlands,Hoogeveen Airport,\N,Hoogeveen,52.730800628699996,6.51610994339
Netherlands,Teuge Airport,\N,Deventer,52.2447013855,6.04666996002
