Uzbekistan,150,Air Samarkand,SND,ARSAM
Uzbekistan,990,Air Kraft Mir,KFT,AIR KRAFT MIR
Uzbekistan,1322,Avialeasing Aviation Company,TWN,TWINARROW
Uzbekistan,2931,Irtysh Airlines,IRT,IRTYSH AIRLINES
Uzbekistan,3435,Maxsus-Avia,MXS,MAXSUS-AVIA
Uzbekistan,4088,Qanot Sharq,QNT,QANAT SHARQ
Uzbekistan,4834,Smarkand Aero Servise,USN,SAMAS
Uzbekistan,4835,Samarkand Airways,UZS,SOGDIANA
Uzbekistan,5128,Tashkent Aircraft Production Corporation,CTP,CORTAS
Uzbekistan,5190,TAPC Aviatrans Aircompany,UTM,AVIATAPS
Uzbekistan,5281,Uzbekistan Airways,UZB,UZBEK
Lebanon,619,Aircraft Support and Services,NFF,
Lebanon,1488,Blue Sky Aviation,BSM,
Lebanon,1520,Berytos Airlines,BYR,
Lebanon,1785,Cirrus Middle East,JTI,
Lebanon,2430,Flying Carpet Company,FCR,FLYING CARPET
Lebanon,2574,Globe Jet,GJA,
Lebanon,3038,Jetex Aviation,JXA,
Lebanon,3246,Lebanese Air Transport,LAQ,LAT
Lebanon,3247,Lebanese Air Transport (Charter),LAT,LEBANESE AIR
Lebanon,3454,Menajet,MNJ,MENAJET
Lebanon,3490,Middle East Airlines,MEA,CEDAR JET
Lebanon,3790,Open Sky Aviation,OSA,
Lebanon,4981,Trans Mediterranean Airlines,TMA,TANGO LIMA
Lebanon,5065,Trans Sayegh Airport Services,TSM,
Lebanon,5457,Wings of Lebanon Aviation,WLB,WING LEBANON
Lebanon,11843,Med Airways,\N,FLYING CARPET
Tajikistan,4771,Samar Air,SMQ,SAMAR AIR
Tajikistan,4772,Somon Air,SMR,SOMON AIR
Tajikistan,4957,Tajikistan International Airlines,TIL,TIL
Tajikistan,4962,Tajikair,TJK,TAJIKAIR
Tajikistan,5011,TOJ Airlines,TOJ,TOJ AIRLINE
Tajikistan,5120,Tajikstan,TZK,TAJIKSTAN
Tajikistan,9531,Tajik Air,\N,
Bangladesh,543,Air Bangladesh,BGD,AIR BANGLA
Bangladesh,1138,Air Parabet,PBT,PARABET
Bangladesh,1354,Bay Aviation Ltd,BAV,BAY AIR
Bangladesh,1359,Biman Bangladesh Airlines,BBC,BANGLADESH
Bangladesh,1375,Best Aviation Ltd,BEA,BEST AIR
Bangladesh,1394,Budget Air Bangladesh,BGR,BUDGET AIR
Bangladesh,1443,Bismillah Airlines,BML,BISMILLAH
Bangladesh,2783,Horizon Plus,HPS,HORIZON PLUS
Bangladesh,4302,South Asian Airlines,BDS,SOUTH ASIAN
Bangladesh,4458,Speed Aviation,SPT,SPEED AVIATION
Bangladesh,5359,Voyager Airlines,VOG,VOYAGER AIR
Bangladesh,5524,Zoom Airways,ZAW,ZED AIR
Bangladesh,8463,United Airways,UBD,UNITED BANGLADESH
Bangladesh,20726,US-Bangla Airlines,UBG,
Finland,40,Aerial Oy,ABF,SKYWINGS
Finland,86,Airdeal Oy,ADU,AIRDEAL
Finland,702,Airwings oy,WGS,AIRWINGS
Finland,876,Air Finland,FIF,AIR FINLAND
Finland,878,Airfix Aviation,FIX,AIRFIX
Finland,1420,BF-Lento OY,BKF,BAKERFLIGHT
Finland,1427,Blue1,BLF,BLUEFIN
Finland,1892,Copterline,AAQ,COPTERLINE
Finland,2350,Finnair,FIN,FINNAIR
Finland,2351,Finncomm Airlines,WBA,WESTBIRD
Finland,2352,Finnish Air Force,FNF,FINNFORCE
Finland,2471,Frontier Guard,FNG,FINNGUARD
Finland,3039,Jetflite,JEF,JETFLITE
Finland,3823,Oulun Tilauslento,FNL,FINN FLIGHT
Finland,14073,Finlandian,FN1,
Finland,16808,Kar-Air,KAR,
Finland,17890,Nordic Global Airlines,NGB,Nordic Global
Finland,18952,Flybe Finland Oy,FCM,FINNCOMM
Finland,19361,Snowbird Airlines,SBD,
Faroe Islands,881,Atlantic Airways,FLI,FAROELINE
Faroe Islands,2331,Faroejet,RCK,ROCKROSE
Cambodia,265,Angkor Airways,AKW,ANGKORWAYS
Cambodia,360,Angkor Airlines,AOL,ANGKOR AIR
Cambodia,726,Angkor Air,VAV,AIR ANGKOR
Cambodia,1357,Bayon Airlines,BAY,BAYON
Cambodia,1610,Cambodia Airlines,KHM,CAMBODIA AIRLINES
Cambodia,2356,First Cambodia Airlines,FCC,FIRST CAMBODIA
Cambodia,2847,Imtrec Aviation,IMT,IMTREC
Cambodia,3098,Kampuchea Airlines,KMP,KAMPUCHEA
Cambodia,3453,Mekong Airlines,MKN,MEKONG AIRLINES
Cambodia,3840,PMTair,PMT,MULTITRADE
Cambodia,4040,President Airlines,PSD,
Cambodia,4261,Royal Khmer Airlines,RKH,KHMER AIR
Cambodia,4270,Royal Phnom Penh Airways,PPW,PHNOM-PENH AIR
Cambodia,4469,Siem Reap Airways,SRH,SIEMREAP AIR
Cambodia,5493,Yana Airlines,CYG,VICAIR
Cambodia,5651,Royal Air Cambodge,RAC,
Cambodia,13899,Cambodia Angkor Air (K6),\N,
Cambodia,20221,Sky Angkor Airlines (ZA),SWM,SKY ANGKOR
Cambodia,20657,Bassaka airlines,BSX,5B
Saint Kitts and Nevis,4968,Tropical International Airways,TKX,TROPEXPRESS
,1,Private flight,N/A,
,415,Aerojet de Costa Rica,ARJ, S.A.
,1406,Balkan Bulgarian Airlines,,
,1509,Bellview Airlines,BVU, Sierra Leone
,1516,BAX Global,,
,2080,Electronic Data Systems,1Y,
,2636,Gulf African Airlines - Gambia,GUF,GULF AFRICAN
,2649,Guyana Airways 2000,,
,2804,ICAO,YYY,
,3562,Multiflight,MFT,YORKAIR
,4051,Princess Air,,
,4430,Scorpio Aviation,,
,4679,Sky Trek International Airlines,,
,4854,Sirin,,
,5199,Transports et Travaux A,,
,20124,Wings of England,..,
AIRFLIGHT,381,Alpha Aviation,APH, Inc.
Puerto Rico,17780,Michael Airlines,MJG,MJG
Kazakhstan,257,Aktjubavia,AKB,KARAB
Kazakhstan,267,AK Navigator LLC,AKZ,ABSOLUTE
Kazakhstan,296,ATMA,AMA,ADIK
Kazakhstan,346,Avia Jaynar,SAP,TOBOL
Kazakhstan,468,Aerotrans Airline,ATG,BACHYT
Kazakhstan,597,Azamat,AZB,TUMARA
Kazakhstan,649,Alatau Airlines,BMV,OLIGA
Kazakhstan,653,Association of Private Pilots of Kazakhstan,PVK,BORIS
Kazakhstan,766,Asia Continental Airlines,CID,ACID
Kazakhstan,926,Agrocentr-Avia,GSV,AGRAV
Kazakhstan,954,Aero Airline,ILK,ILEK
Kazakhstan,979,Atyrau Air Ways,JOL,EDIL
Kazakhstan,988,Arkhabay,KEK,ARKHABAY
Kazakhstan,999,Araiavia,KOY,ALEKS
Kazakhstan,1001,Air Kokshetau,KRT,KOKTA
Kazakhstan,1004,Alliance Avia,KVR,KAVAIR
Kazakhstan,1006,Air Astana,KZR,ASTANALINE
Kazakhstan,1030,Almaty Aviation,LMT,ALMATY
Kazakhstan,1032,Air Almaty,LMY,AGLEB
Kazakhstan,1033,Air Almaty ZK,LMZ,ALUNK
Kazakhstan,1169,Aerotur-Air,RAI,DIASA
Kazakhstan,1234,Arhabaev Tourism Airlines,RTO,ARTOAIR
Kazakhstan,1331,Air Division of the Eastern Kazakhstan Region,UCK,GALETA
Kazakhstan,1361,Beibars CJSC,BBS,BEIBARS
Kazakhstan,1380,Berkut Air,BEK,BERKUT
Kazakhstan,1464,Berkhut ZK,BPK,VENERA
Kazakhstan,1483,Burundayavia,BRY,BURAIR
Kazakhstan,1541,Burundaiavia,IVR,RERUN
Kazakhstan,1555,BGB Air,POI,BOJBAN
Kazakhstan,1958,DETA Air,DET,SAMAL
Kazakhstan,1971,Daka,DKA,
Kazakhstan,2049,Don Avia,DVB,DONSEBAI
Kazakhstan,2121,Eastern Express,LIS,LARISA
Kazakhstan,2228,Euro-Asia Air,EAK,EAKAZ
Kazakhstan,2229,Euro-Asia Air International,KZE,KAZEUR
Kazakhstan,2343,Feniks Airline,FNK,AURIKA
Kazakhstan,2368,Flamingo Air-Line,FLN,ILIAS
Kazakhstan,2498,GST Aero Aircompany,BMK,MURAT
Kazakhstan,2789,Hozu-Avia,OZU,HOZAVIA
Kazakhstan,2927,Irbis Air,BIS,IRBIS
Kazakhstan,2983,Jana-Arka,JAK,YANZAR
Kazakhstan,3112,Kaz Agros Avia,KRN,ANTOL
Kazakhstan,3113,Kaz Air West,KAW,KAZWEST
Kazakhstan,3116,Kazavia,KKA,KAKAIR
Kazakhstan,3117,Kazaviaspas,KZS,SPAKAZ
Kazakhstan,3127,Kevis,KVS,KEVIS
Kazakhstan,3374,Mak Air,AKM,MAKAIR
Kazakhstan,3451,Mega,MGK,MEGLA
Kazakhstan,3517,Miras,MIF,MIRAS
Kazakhstan,3775,Olimp Air,KVK,PONTA
Kazakhstan,3817,Orlan-2000,KOV,ORLAN
Kazakhstan,3938,Peran,CVT,CVETA
Kazakhstan,4048,Prime Aviation,PKZ,PRAVI
Kazakhstan,4143,Ratkhan Air,CSM,LORRY
Kazakhstan,4199,Ridder Avia,RID,AKRID
Kazakhstan,4303,State Air Company Berkut,BEC,
Kazakhstan,4310,Sayakhat Airlines,SAH,SAYAKHAT
Kazakhstan,4320,Samal Air,SAV,
Kazakhstan,4376,Skyjet,SEK,SKALA
Kazakhstan,4409,Samgau,SGU,RAUSHAN
Kazakhstan,4653,Salem,KKS,KOKSHE
Kazakhstan,4765,Semos,SME,SEMICH
Kazakhstan,4768,Semeyavia,SMK,ERTIS
Kazakhstan,4808,Sat Airlines,SOZ,SATCO
Kazakhstan,4840,Scat Air,VSV,VLASTA
Kazakhstan,4963,Tien-Shan,TJN,NERON
Kazakhstan,5071,TRAST,TST,TRAST
Kazakhstan,5089,Tulpar Air Service,TUX,TULPA
Kazakhstan,5153,Transcontinental Airlines,KRA,REGATA
Kazakhstan,5186,Trans Asian Airlines,SRT,TRASER
Kazakhstan,5302,Vega,VAG,SEGA
Kazakhstan,5310,Vozdushnaya Academy,KWA,VOZAIR
Kazakhstan,5319,VIP Avia,PAV,NICOL
Kazakhstan,5500,Yuzhnaya Aircompany,UGN,PLUTON
Kazakhstan,5517,Zhetysu,JTU,ZHETYSU
Kazakhstan,5518,Zhez Air,KZH,
Kazakhstan,6222,Air Kazakhstan,KZK,Kazakh
Kazakhstan,11963,Starline.kz,\N,ALUNK
Kazakhstan,17023,Asia Wings,AWA,
Netherlands Antilles,279,Air ALM,ALM,ANTILLEAN
Netherlands Antilles,2070,Dutch Antilles Express,DNL,DUTCH ANTILLES
Netherlands Antilles,2071,Dutch Caribbean Express,DCE,DUTCH CARIBBEAN
Netherlands Antilles,2864,Insel Air International,INC,INSELAIR
Netherlands Antilles,16149,Windward Islands Airways,\N,Winair
Netherlands Antilles,18749,Tramm Airlines,TLM,9F
Netherlands Antilles,18944,Insel Air (7I/INC) (Priv),\N,
Syria,13217,Syrian Pearl Airlines,PSB,
Libya,32,Afriqiyah Airways,AAW,AFRIQIYAH
Libya,256,Air Jamahiriya Company,LJA,AIR JAMAHIRIYA
Libya,334,Alajnihah for Air Transport,ANH,ALAJNIHAH
Libya,593,Awsaj Aviation Services,AYS,
Libya,632,Air Libya Tibesti,TLR,AIR LIBYA
Libya,987,Air Kufra,KAV,AIRKUFRA
Libya,1028,Alamia Air,LML,ALAMIA AIR
Libya,1131,Air One Nine,ONR,EDER
Libya,1275,Alsaqer Aviation,SQR,ALSAQER AVIATION
Libya,1449,Benina Air,BNE,BENINA AIR
Libya,2155,El-Buraq Air Transport,BRQ,BURAQAIR
Libya,2554,Ghadames Air Transport,GHT,
Libya,2564,Global Aviation and Services Group,GAK,AVIAGROUP
Libya,2642,Gulf Pearl Air Lines,GPC,AIR GULFPEARL
Libya,2780,Horizon Air for Transport and Training,HSM,ALOFUKAIR
Libya,2981,Jamahiriya Airways,JAW,JAW
Libya,3096,Kallat El Saker Air Company,KES,KALLAT EL SKER
Libya,3257,Libyan Airlines,LYW,LIBYAN AIRWAYS
Libya,3258,Libyan Arab Airlines,LAA,LIBAIR
Libya,3259,Libyan Arab Air Cargo,LCR,LIBAC
Libya,3365,Madina Air,MDH,MADINA AIR
Libya,3565,Musrata Air Transport,MMR,MUSRATA AIR
Libya,3629,Nayzak Air Transport,NZA,
Libya,3711,Northafrican Air Transport,NLL,NORTHAFRICAN AIR
Libya,4101,Qurinea Air Service,QAQ,QURINEA AIR
Libya,5010,Tobruk Air,TOB,TOBRUK AIR
Netherlands,480,Air Transport Schiphol,ATQ,MULTI
Netherlands,575,Air Exel,AXL,EXEL COMMUTER
Netherlands,663,Airshop,,
Netherlands,799,Air Service Groningen,DEG,DEGGER
Netherlands,1176,Air Charters Eelde,RCC,RACER
Netherlands,1299,Arkefly,TFL,ARKEFLY
Netherlands,1404,Bright Air,BHT,BRIGHTAIR
Netherlands,1475,BASE Regional Airlines,BRO,COASTRIDER
Netherlands,1588,CHC Airways,SCH,
Netherlands,1662,Caribbean Air Transport,CLT,CARIBBEAN
Netherlands,1918,Cowi,COW,COWI
Netherlands,2013,Denim Air,DNM,DENIM
Netherlands,2072,Dutchbird,DBR,DUTCHBIRD
Netherlands,2076,Dynamic Air,DYE,DYNAMIC
Netherlands,2313,Fairlines,FLS,FAIRLINE
Netherlands,2327,Farnair Netherlands,FRN,FARNED
Netherlands,2372,Flexair,FXY,FLEXY
Netherlands,2436,Fokker,FOP,
Netherlands,2458,Freeway Air,FWC,FREEWAY
Netherlands,2711,Heli-Holland,HHE,HELI HOLLAND
Netherlands,2917,Interstate Airline,FWA,FREEWAYAIR
Netherlands,3043,Jetlink Holland,JLH,
Netherlands,3088,KLM Cityhopper,KLC,CITY
Netherlands,3089,KLM Helicopter,KLH,KLM HELI
Netherlands,3090,KLM Royal Dutch Airlines,KLM,KLM
Netherlands,3158,Kom Activity,KOM,COMJET
Netherlands,3315,Luchtvaartmaatschappij Twente,LTW,TWENTAIR
Netherlands,3367,Magic Blue Airlines,MJB,MAGIC BLUE
Netherlands,3411,Martinair,MPH,MARTINAIR
Netherlands,3476,Metroplis,MPS,METRO REGIONAL
Netherlands,3611,Nationale Luchtvaartschool,NLS,PANDER
Netherlands,3632,Nederlandse Kustwacht,NCG,NETHERLANDS COASTGUARD
Netherlands,3703,North Sea Airways,NRC,NORTH SEA
Netherlands,3818,Ornage Aircraft Leasing,RNG,ORANGE
Netherlands,3953,Philips Aviation Services,PHI,PHILAIR
Netherlands,4099,Quick Airways Holland,QAH,QUICK
Netherlands,4231,Rossair Europe,ROS,CATCHER
Netherlands,4237,Rotterdam Jet Center,JCR,ROTTERDAM JETCENTER
Netherlands,4265,Royal Netherland Navy,NRN,NETHERLANDS NAVY
Netherlands,4266,Royal Netherlands Air Force,NAF,NETHERLANDS AIR FORCE
Netherlands,4404,Sky Aircraft Service,SGM,SIGMA
Netherlands,4408,Skygate,SGT,SKYGATE
Netherlands,4509,Sella Aviation,STJ,STELLAVIA
Netherlands,4837,Stichting Vliegschool 16Hoven,VGS,SMART
Netherlands,5039,Transavia Holland,TRA,TRANSAVIA
Netherlands,5103,Twente Airlines,TWO,COLIBRI
Netherlands,5289,V Bird Airlines Netherlands,VBA,VEEBEE
Netherlands,5480,XP Internation,XPS,XP PARCEL
Netherlands,11836,Amsterdam Airlines,AAN,AMSTEL
Netherlands,16760,Pim Air,PHJ,Pim Air
Netherlands,18553,Maastricht Airlines,\N,
Netherlands,19208,GoDutch,GOD,
 S.A.,411,Aires,ARE, Aerovias de Integracion Regional
Bahamas,1403,Bahamasair,BHS,BAHAMAS
Bahamas,1870,Congo Air,CAK,
Bahamas,3973,Pineapple Air,PNP,PINEAPPLE AIR
Bahamas,4167,Regal Bahamas International Airways,RBH,CALYPSO
Bahamas,4331,Sky Bahamas,SBM,SKY BAHAMAS
Bahamas,4878,Trinity Air Bahamas,TBH,
Bahamas,5421,Western Air,WST,WESTERN BAHAMAS
Bahamas,11719,Southern Air Charter,SOA,
Bahamas,20686,SkyBahamas Airlines,\N,TROPICAL SKY
AIRPAC,377,Airpac Airlines,APC, Inc.
Pakistan,29,Askari Aviation,AAS,AL-AAS
Pakistan,60,Aero Asia International,RSO,AERO ASIA
Pakistan,208,Airblue,ABQ,PAKBLUE
Pakistan,880,Air Falcon,FLD,
Pakistan,1150,AST Pakistan Airways,PKA,PAKISTAN AIRWAY
Pakistan,1400,Bhoja Airlines,BHO,BHOJA
Pakistan,1741,Chemech Aviation,CHM,
Pakistan,2549,Gerry's Dnata,GDN,
Pakistan,2670,Hajvairy Airlines,HAJ,HAJVAIRY
Pakistan,2977,JS Air,JSJ,JS CHARTER
Pakistan,3340,Lynx Aviation,LYX,LYNX AIR
Pakistan,3810,Orient Airways,ORN,ORIENT LINER
Pakistan,3871,Pakistan International Airlines,PIA,PAKISTAN
Pakistan,3921,Pearl Air,PRL,PEARL LINE
Pakistan,3978,Pioneers Limited,PER,
Pakistan,4050,Princely Jets,PJP,PRINCELY JETS
Pakistan,4073,Providence Aviation Services,AWD,
Pakistan,4135,Raji Airlines,RAJ,RAJI
Pakistan,4249,Royal Airlines,RPK,ROYAL PAKISTAN
Pakistan,4311,Shaheen Air International,SAI,SHAHEEN AIR
Pakistan,4337,Star Air,URJ,STARAV
Pakistan,4373,Shaheen Air Cargo,SEE,SHAHEEN CARGO
Pakistan,4391,Safe Air,SFP,SAFE AIR
Pakistan,4422,Shaheen Airport Services,SHN,SUGAR ALFA
Pakistan,5470,Worldwide Aviation Services,WWS,
Pakistan,13189,Vision Air International,VIS,
Pakistan,14118,Genesis,\N,
Pakistan,17574,Air Indus,AI0,AIPL
Pakistan,17575,Samurai Airlines,770,Sam
Malawi,306,Air Malawi,AML,MALAWI
Malawi,3376,Malawi Express,MLX,MALAWI EXPRESS
Malawi,3439,Mbach Air,MBS,MBACHI AIR
Malawi,3753,Nyasa Express,NYS,NYASA
Malawi,19541,Malawian Airlines,\N,
Montserrat,3540,Montserrat Airways,MNT,MONTSERRAT
Slovakia,183,Agrolet-Mci,AGZ,AGROLET
Slovakia,450,Aero Slovakia,ASO,AERO NITRA
Slovakia,827,Air Transport,EAT,TRANS EUROPE
Slovakia,1285,Air Slovakia,SVK,SLOVAKIA
Slovakia,1801,Civil Aviation Authority,CIA,CALIMERA
Slovakia,4463,Slovak National Aeroclub,SQA,SLOVAK AEROCLUB
Slovakia,4465,Slovak Air Force,SQF,SLOVAK AIRFORCE
Slovakia,4487,Slovak Government Flying Service,SSG,SLOVAK GOVERNMENT
Slovakia,4603,Seagle Air,CGL,SEAGLE
Slovakia,4620,SkyEurope,ESK,RELAX
Slovakia,4640,Sky Europe Airlines,HSK,MATRA
Slovakia,4751,Slovak Airlines,SLL,SLOV LINE
Slovakia,4912,Tech-Mont Helicopter Company,TEM,TECHMONT
Slovakia,5362,VIP Air,VPA,VIP TAXI
Slovakia,10674,Danube Wings (V5),\N,
Slovakia,16895,Air Explore,AXE,
Slovakia,17614,AirOne Continental,000,Eastern
Slovakia,18637,AirOne Atlantic,AO1,
Slovakia,19785,Go2Sky,RLX,RELAX
Panama,460,Arrow Panama,WAP,ARROW PANAMA
Panama,1653,Cargo Three,CTW,THIRD CARGO
Panama,1889,Copa Airlines,CMP,COPA
Panama,1960,DHL Aero Expreso,DAE,YELLOW
Panama,3894,Panavia,PVI,
Panama,3911,Parsa,PST,TURISMO REGIONAL
Tunisia,2413,Fly International Airways,NVJ,NOUVINTER
Tunisia,3105,Karthago Airlines,KAJ,KARTHAGO
Tunisia,3740,Nouvel Air Tunisie,LBT,NOUVELAIR
Tunisia,4870,Tunisair,TAR,TUNAIR
Tunisia,4882,Tubelair,TBR,TUBELAIR
Tunisia,4975,Tunisavia,TAJ,TUNISAVIA
Tunisia,5085,Tuninter,TUI,
Tunisia,11833,Sevenair,SEN,SEVENAIR
Bulgaria,320,Air Sofia,SFB,AIR SOFIA
Bulgaria,544,Aviodetachment-28,BGF,BULGARIAN
Bulgaria,647,Air Scorpio,SCU,SCORPIO UNIVERS
Bulgaria,695,Air VIA,VIM,
Bulgaria,727,AVB-2004 Ltd,VBC,AIR VICTOR
Bulgaria,738,Aviostart AS,VSR,AVIOSTART
Bulgaria,991,Air Concorde,KGD,CONCORDE AIR
Bulgaria,1054,Air Ban,LZP,DOC AIR
Bulgaria,1055,Air Lazur,LZR,LAZUR BEE-GEE
Bulgaria,1095,Air Sport,MSK,AIR SPORT
Bulgaria,1212,Air Max,RMX,AEROMAX
Bulgaria,1342,Balkan Agro Aviation,BAA,BALKAN AGRO
Bulgaria,1389,BH Air,BGH,BALKAN HOLIDAYS
Bulgaria,1480,Bright Aviation Services,BRW,BRIGHT SERVICES
Bulgaria,1501,Bulgarian Air Charter,BUC,BULGARIAN CHARTER
Bulgaria,1506,Bulgarian Aeronautical Centre,BVC,BULGARIAN WINGS
Bulgaria,1548,Bulgaria Air,LZB,FLYING BULGARIA
Bulgaria,2258,Eurosense,EBG,EUROSENSE
Bulgaria,2701,Heli Air Services,HLR,HELI BULGARIA
Bulgaria,2751,Hemus Air,HMS,HEMUS AIR
Bulgaria,2871,Inter Air,ITW,INTER WINGS
Bulgaria,2915,Intersky,IKY,GENERAL SKY
Bulgaria,4155,Rebus,REB,REBUS
Bulgaria,4818,Skorpion Air,SPN,AIR SKORPIO
Bulgaria,5327,Vega Airlines,VEA,VEGA AIRLINES
Bulgaria,5358,Viaggio Air,VOA,VIAGGIO
Bulgaria,5379,Vointeh,VTV,VOINTEH
Bulgaria,5462,Wizz Air Hungary,WVL,WIZZBUL
Republic of Korea,28,Asiana Airlines,AAR,ASIANA
Republic of Korea,252,Air Korea Co. Ltd.,AKA,
Republic of Korea,984,Asia Aero Survey and Consulting Engineers,KAA,AASCO
Republic of Korea,2680,Hansung Airlines,HAN,HANSUNG AIR
Republic of Korea,2994,Jeju Air,JJA,JEJU AIR
Republic of Korea,3163,Korean Air,KAL,KOREANAIR
Republic of Korea,4417,Seoul Air International,SHI,SEOUL AIR
Republic of Korea,5982,Air Busan,ABL,Air Busan
Japan,71,Advanced Air Co.,ADD,
Japan,248,ANA & JP Express,AJV,AYJAY CARGO
Japan,250,Air Japan,AJX,AIR JAPAN
Japan,266,Air Nippon Network Co. Ltd.,AKX,ALFA WING
